ApprovedSymbol	Type	Pair.Evidence	F5.PrimaryCells.Expression_Max	Adipocyte Breast	Adipocyte Omental	Adipocyte Perirenal	Adipocyte Subcutaneous	Alveolar Epithelial	Amniotic Epithelial	Amniotic Membrane	Annulus Pulposus	Astrocyte Cerebellum	Astrocyte Cerebral Cortex	Basophils	Bronchial Epithelial	CD133+ Haematopoietic stem cell	CD14+ Monocyte derived Endothelial progenitor	CD14+ Monocytes	CD14+CD16+ Monocytes	CD14+CD16- Monocytes	CD14-CD16+ Monocytes	CD19+ B cells	CD34+ Haematopoietic stem cell	CD34+ progenitor	CD4+ T cells	CD4+CD25+CD45RA+ naive regulatory T cells	CD4+CD25+CD45RA- memory regulatory T cells	CD4+CD25-CD45RA+ naive conventional T cells	CD4+CD25-CD45RA- memory conventional T cells	CD8+ T cells	Cardiac Myocyte	Chondroblast	Chondrocyte	Chorionic Membrane	Ciliary Epithelial	Corneal Epithelial	Dendritic Monocyte Immature derived	Dendritic Plasmacytoid	ES cells	Endothelial Aortic	Endothelial Artery	Endothelial Lymphatic	Endothelial Microvascular	Endothelial Thoracic	Endothelial Umbilical Vein	Endothelial Vein	Eosinophils	Esophageal Epithelial	Fibroblast Aortic Adventitial	Fibroblast Cardiac	Fibroblast Choroid Plexus	Fibroblast Conjunctival	Fibroblast Dermal	Fibroblast Gingival	Fibroblast Lymphatic	Fibroblast Periodontal Ligament	Fibroblast Pulmonary Artery	Fibroblast Skin Normal	Gingival Epithelial	Granulocyte Macrophage progenitor	Hair Follicle Dermal Papilla	Hair Follicle Outer Root Sheath	Hepatic Sinusoidal Endothelial	Hepatic Stellate	Hepatocyte	Immature Langerhans	Intestinal Epithelial (polarized)	Iris Pigment Epithelial	Keratinocyte Epidermal	Keratinocyte Oral	Keratocytes	Lens Epithelial	Macrophage Monocyte derived	Mallassez derived	Mammary Epithelial	Mast cells	Mast cells stimulated	Mature Adipocyte	Melanocyte	Meningeal	Mesenchymal precursor Adipose	Mesenchymal precursor Bone Marrow	Mesenchymal precursor Cardiac	Mesenchymal stem cell Adipose	Mesenchymal stem cell Amniotic Membrane	Mesenchymal stem cell Bone Marrow	Mesenchymal stem cell Hepatic	Mesenchymal stem cell Umbilical	Mesenchymal stem cell Wharton's Jelly	Mesothelial	Migratory Langerhans	Multipot. Cord Blood Unrestrict. Somatic stem cell	Myoblast	Myotube	NK cells	Nasal Epithelial	Neural stem cell	Neurons	Neutrophils	Nucleus Pulposus	Olfactory Epithelial	Osteoblast	Osteocyte	Pancreatic Stromal	Pericytes	Placental Epithelial	Preadipocyte Breast	Preadipocyte Omental	Preadipocyte Perirenal	Preadipocyte Subcutaneous	Preadipocyte Visceral	Prostate Epithelial	Prostate Stromal	Renal Cortical Epithelial	Renal Epithelial	Renal Glomerular Endothelial	Renal Mesangial	Renal Proximal Tubular Epithelial	Reticulocyte	Retinal Pigment Epithelial	Salivary Acinar	Sebocyte	Sertoli	Skeletal Muscle	Skeletal Muscle Satellite	Small Airway Epithelial	Smooth Muscle Aortic	Smooth Muscle Brachiocephalic	Smooth Muscle Brain Vascular	Smooth Muscle Bronchial	Smooth Muscle Carotid	Smooth Muscle Colonic	Smooth Muscle Coronary Artery	Smooth Muscle Esophageal	Smooth Muscle Internal Thoracic Artery	Smooth Muscle Prostate	Smooth Muscle Pulmonary Artery	Smooth Muscle Subclavian Artery	Smooth Muscle Tracheal	Smooth Muscle Umbilical Artery	Smooth Muscle Umbilical Vein	Smooth Muscle Uterine	Synoviocyte	Tenocyte	Trabecular Meshwork	Tracheal Epithelial	Urothelial
MET	receptor	literature supported	193.89	6.41	2.91	8.72	1.82	17.29	51.31	193.89	14.81	8.78	30.86	5.83	62.71	0	3.07	15.1	0.28	0.14	0	0.35	0.26	4.76	0	0.04	0	0	0	0	1.8	22.07	14.83	88.57	16.55	15.26	0	0.95	1.55	29.21	18.35	14.12	24.26	23.91	41.79	25.26	0	10.47	22.9	6.84	1.41	0.7	6.86	5.55	0.81	8.41	3.86	28.68	96.46	0	19.54	5.13	1.85	1.68	40.44	18.89	41.69	29.17	52.84	55.92	3.55	29.41	0.85	58.08	78.95	0.3	0	12.52	97.54	1.99	4.09	17	4.1	4.75	17.76	13.98	1.89	4.15	14.74	22.34	1.12	6.99	71.98	6.14	0.51	98.8	9.3	8.02	0	14.47	49.14	44.43	17.18	15.99	0	64.83	7.19	4.87	4.45	9.15	21.53	83.08	13.64	65.97	70.64	15.3	20.22	45.51	0	52.52	63	50.57	1.61	15.04	14.81	111.09	16.09	13.49	9.33	8.25	11.51	3.91	20.61	2.44	14.62	6.24	15.82	26.4	7.97	14.3	19.89	78.4	20.67	16.68	5.11	66.95	49.39
MFRP	receptor	literature supported	65.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MLNR	receptor	literature supported	not found in FANTOM5																																																																																																																																																
MMP24	receptor	literature supported	5.85	0.09	0.09	0.87	0.09	0.49	0.26	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0.06	0.23	0	0	0	2.91	0	0	0	0	0	0.08	0	0	0	0.18	0.12	0	0	0	0	0	0	0.23	0.19	0.09	0	0.21	0	0	0	0	0	0.49	0.17	0	0	0	0.2	0	0.05	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0.26	3.91	0	0	0	0	0	0	0.65	2.05	0	0	0	0	0.1	0.17	0	0	0.14	0.17	0	0	0.04	0.3	0.06	0.15	0.25	0	5.85	0.15	0	0.87	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0.34	0	0	0.14	0	0	0
MOG	receptor	putative	1.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MPL	receptor	literature supported	22.13	0	0	0	0	0	0	0	0	0	0	1.4	0	17.32	0.11	0	0	0	0	0.04	18.7	22.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08	0.04	0	0	0	0	0	0	0	0.66	0	0	0	0	0	0	0	0	0	0	0	0	10.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRC2	receptor	putative	556.82	160.13	221.27	185.81	114.71	25	8.68	1.35	313.23	287.23	138.65	0.67	4.8	7.63	1.53	0.94	0.49	0.07	0.29	0.05	3.95	9.95	1.89	0.08	4.01	1.34	1.47	0.81	174.14	250.49	396.25	48.58	80.83	13.12	59.9	0	13.16	32.93	46.71	6.4	25.22	91.31	11.12	15.66	0	44.92	165.49	170.18	340.98	95.6	69.06	216.96	159.19	173.3	99.59	252.83	19.86	79.2	213.13	135.15	99.5	369.07	3.48	9.92	0.37	82.18	28.32	28.24	148.98	186.43	20.51	29.03	68.99	1.21	0	18.49	9.83	89.5	207.38	207.63	181.77	216.43	273.3	167.53	185.69	420	280.52	102.03	1.03	154.75	188.43	355.77	0.34	20.57	99.47	65.14	0	282.72	454.59	143.86	228.26	127.2	460.34	6.81	279.43	222.28	336.91	181.65	141.51	43.29	135.85	24.31	80.16	67.6	194.06	22.3	8.43	21.89	8.77	27.7	133.37	108.12	105.06	31.85	177.73	186.32	91	203.75	161.71	95.17	168.8	165.8	309.42	237.75	228.28	245.23	172.89	113.38	126.37	158.22	556.82	342.82	184.36	16.75	61.77
MRGPRX1	receptor	literature supported	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRGPRX2	receptor	literature supported	616.53	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.06	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	616.53	2.96	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1R	receptor	literature supported	30.25	0	0	0	0.09	15.2	2.45	5.42	0	0	0	0.23	30.25	0	0	0	0	0	0.07	0	0.26	0	0	0.61	0.05	0.15	0	0.1	0	0.05	0.24	1.71	0.12	18.9	0	0.33	0.91	0.09	0.16	0.12	0.16	0	0.2	0	0	13.08	0.06	0.09	0.08	0	0.19	0.13	0	0.09	0	0.14	16.1	0	0	0.23	0	0	0	5.53	4.67	0	25.14	7.04	0	0	0	1.16	4.53	0.2	0	0.08	0.33	0	0	0.17	0	0	0	0	0.14	0	0	10.84	1.02	0	0	0.09	0.13	10.09	0	0	0	0	0	0	0	0	0	0.96	0	0	0	0	0	2.99	0	3.33	0.11	0	0.5	6.04	0	3.03	1.49	4.04	0	0	0	9.08	0	0	0	0	0	0	0	0	0	0	1.13	0	0.29	0	0	0	0.11	0	0	27.52	14.71
MTNR1A	receptor	literature supported	not found in FANTOM5																																																																																																																																																
MTNR1B	receptor	literature supported	not found in FANTOM5																																																																																																																																																
MUSK	receptor	literature supported	30.72	0	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19	0.11	0	0	0	0.43	0	0	0	0	0	26.65	30.72	0	0	0	0.26	0	0	0	0	0	0	1.03	0	0.12	0.3	0	0	0	0	0.06	0	0	0	0	0	0	0.09	0	0	0	5.85	2.85	0	0	0	2.34	0	0	2.01	0.07	0	0	0	0	0	0	0	0	0	0.16	0.12	0	0	0
NCR3	receptor	putative	76.01	0	0	0	0.21	0	0	0.2	0	0	0	24.32	0	0	0.98	11.86	0.07	0	0.16	48.64	0	5.71	7.98	50.59	30.46	38.17	28.11	38.5	0	0	0	1.03	0.03	0	0.27	0.79	0	0	0	0	0	0	0	0	2.6	0	0.18	0	0	0.23	0	0	0	0	0	0	0.1	0	0	0	0	0	1.05	0	0	0	0	0	0	0	0	0	0	1.51	0.49	0	0	0	0.42	0	0	0	0.13	0	0	0	0	0	0.97	0	0	0.09	76.01	0.62	0	0	0.53	0	0	0	0	0	0.17	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0.26	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0.38	0	0	0	0
NCSTN	receptor	literature supported	173.32	119.97	119.88	138.7	97.35	82.76	136.61	91.02	107.28	94.72	54.82	75.58	45.8	42.28	102.94	65.52	83.21	102.52	56.38	45.82	42.14	39.8	31.24	39.71	44.15	43.87	39.91	34.7	96.44	103.73	70.17	127.61	60	88.03	129.11	69.77	33.57	61.92	84.67	118.84	106.61	92.92	40.29	57.75	114.06	106.41	74.75	72.15	121.33	96.54	47.46	72.8	173.32	60.21	76.11	109.66	69.12	31.94	91.47	108.08	125.7	145.18	47.56	45.51	76.99	136.05	52.48	71.2	91.17	108.91	116.33	93.21	57.95	53.72	65.03	52.02	79.81	74.12	72.88	99.79	81.97	84.37	80.74	88.96	125.05	112.04	100.19	126.55	65.29	93.8	97.6	99.27	41.67	47.09	69.81	36.23	160.7	80.74	62.35	53.2	86.05	100.09	133.73	86.06	95.58	118.06	136.54	54.13	60.53	63.23	82.4	111.79	95.68	105.26	123.21	69.99	45.11	92.64	63.13	82.36	125.33	51.92	55.75	57.64	106.3	78.76	78.57	86.13	92.04	67.26	95.29	121.42	132.32	101.07	91.54	106.82	118.76	83.97	121.24	52.5	112.86	94.14	90.01	51.19	101.54
NEO1	receptor	literature supported	63.82	19.7	34.66	43.62	13.15	6.01	6	9.33	8.83	20.18	15.47	4.51	3.29	0	0.55	2.49	0	0	0.07	1.53	2.37	0.56	9.26	1.49	1.15	3.22	5.23	7.79	16.85	8.04	6.41	7.07	11.84	3.48	0.32	0.08	18.24	0	0	0.69	0.68	0	0.07	0.06	3.26	5.67	5.6	8.36	19.57	8.44	4.59	9.88	6.35	13.42	1.7	14.43	4.23	0	22.84	5.08	0.37	43.72	9.26	13.57	9.1	6	3.49	11.85	11.58	17.8	0.08	4.3	5.12	14.88	3.94	16.42	11.21	12.08	9.13	14.46	10.83	7.44	28.84	11.05	19.18	5.51	19.52	27.88	6.29	17.48	8.45	11.66	11.57	9.43	33.86	40.07	0.14	10.9	4.93	14.11	16.82	2.52	8.47	3.88	26.45	42.71	63.82	8.29	12.07	6.41	6.78	13.31	10.9	2.26	13.59	9.43	0.22	29	19.15	4.46	3.21	8.38	9.69	10.4	6.26	1.81	10.65	5.89	6.35	12.11	3.02	8.78	0.85	12.29	11.3	3.63	6.54	4.25	7.98	6.39	7.62	10.67	10.08	3.88	7.37
NGFR	receptor	literature supported	103.54	10.52	20.79	20.94	1.94	0.47	0	0.26	0	12.19	0.54	0.31	4.63	0.59	0	0.26	0.49	0.05	0.24	0.09	2.9	0.94	0.73	0.04	0.07	0.05	0	0.44	2.46	0.05	0.4	0.35	0.09	41.98	0	0.9	7.39	0.14	0.14	0	0	0	0	0	0	5.67	0.18	1.61	13.38	0.7	0.28	0.42	0	0.57	1.13	8.47	7.36	2.55	5.86	0	63.48	31.16	22.15	0.11	3.2	0	3.22	10.56	0.49	2.63	0	0.88	16.58	2.38	14.78	0.98	44.79	7.28	0.26	1.37	0.11	22.65	0	0.09	2.63	0.18	0	0	3.01	0	3.17	103.54	1.13	4.23	8	2.03	0.25	0.62	0	0.28	0.99	0.09	24.74	0.3	0.28	0.15	2.97	1.49	0.28	3.21	0.4	0.04	0.26	0	0.14	0	0	0	9.18	0.94	0	43.58	22.73	2.57	0.08	0.09	0.35	0	0.16	0.56	0.07	1.95	0.12	0.07	0	0.18	3.28	0.23	0.05	0.35	0.27	1.01	0.52	5.43	2.62
NGFRAP1	receptor	literature supported	714.39	272.55	404.19	683.91	177.24	102.94	107.09	51.57	664.39	214.34	218.08	7.58	101.62	136.23	29.48	4.98	0.49	0.71	0.27	2.59	76.38	93.37	24.39	51.41	32.63	30.24	31.12	21.14	292.87	166.82	133.48	180	255.35	122.07	5.29	5.05	443.88	167.32	193.75	129.16	144.05	150.58	267.66	175.94	5.85	137.81	141.06	168.95	240.04	187.22	235.33	294.6	159.03	262.01	139.86	154.39	78.74	70.26	189.93	714.39	214.98	199.27	38.97	54.52	143.65	169.51	83.66	141.85	207.27	198.17	37.42	99.66	87.2	0.82	0	121.99	133.57	161.34	181.82	445.01	218.28	162.44	249.34	325.83	422.29	279.9	125.65	227.12	11.11	211.75	255.68	137.02	6.35	86.45	253.32	484.39	9.74	505.23	200.26	181.95	296.94	202.79	211.51	101	158.83	189.28	393.31	205.03	252.79	118.31	271.62	115.6	138.19	238.48	228.46	132.76	2.01	152.9	162.91	107.27	179.97	210.43	227.48	72.43	178.58	144.43	316.62	282.21	166.11	336.43	173.08	219.92	181.35	258.59	300.6	188.31	355.54	146.38	183.22	174.9	190.06	221.16	195.98	108.34	125.58
NMBR	receptor	literature supported	not found in FANTOM5																																																																																																																																																
NMUR1	receptor	literature supported	22.9	0.2	0.15	0	1.19	0	0	0	0	0	0.05	4.45	0	0	0.94	3.09	0.07	0	0.07	0.03	0.26	0.28	0.07	0.08	2.95	0.42	0.72	3.49	0	0.17	0	0.03	0.06	0	0	0	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.24	0	0	0	0	0	0	0	0	0	0	0.39	0	0	0	0	0	0	0	0.23	0	0	9	2.46	22.9	0	0.06	0.08	0	0	0.11	0	0	0	0	0	0	0	0.12	0	0	21.01	0	0	0.11	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0.17	0	0	0	0	0.11	0	0	0	0	0.13	0	0.19	0	0	0	0	0	0	0	0.08	0	0	0.38	0	0.52	0	0
NMUR2	receptor	literature supported	1.37	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0.09	0	0.52	0	0.06	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03	0.2	0	0.12	1.37	0.11	0.68	0	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0	0.07	0	0.16	0	0	0.03	0
NOTCH1	receptor	literature supported	304.49	1.19	2.24	0	2.53	18.13	4.27	16.28	0.66	17.07	35.68	26.2	75.75	17.62	21.52	33.35	11.75	20.26	10.43	10.38	15.01	37.14	13.9	11.66	7.95	10.56	10.74	12.62	19.01	7.09	6.12	9.22	7.61	139.69	10.52	9.46	15.9	55.92	66.32	45.13	69.2	72.09	47.18	85.97	304.49	160.92	3.65	14.7	15.74	7.26	4.05	3.17	14.28	4.49	5.22	5.99	42.56	66.43	4.48	1.06	106.11	19.61	14.77	12.36	3.81	1.72	75.63	44.35	7.52	14.69	12.19	20.63	70.62	24.5	5.91	28.86	7.99	20.81	3.63	3.12	3.8	7.16	8.78	5.02	4.81	3.33	2.33	5.63	2.07	9.77	1.66	15.58	27.97	41.78	39.06	14.24	178.45	2.95	2.15	4.19	4.87	4.17	38.18	12.57	1.26	1.21	2.97	9.22	4.36	29.07	5.21	17.27	21.35	98.98	14.96	14.55	0.37	6.41	113.22	71.03	1.61	6.53	3.2	48.04	8.27	3.88	4.82	7.13	4.59	6.32	4.68	12.19	5.48	7.56	5.65	6.46	3.67	7.28	1.96	3.9	0.96	2.7	7.92	64.63	117.71
NOTCH2	receptor	literature supported	8.94	1.75	1.59	2.62	1.82	1.91	3.74	1.93	1.76	3.89	1.83	1.04	2.37	2.64	2.26	2.52	2.04	1.54	1.66	0.68	1.32	4.89	1.46	1.99	1.16	1.15	1.25	1.48	2.19	2.2	2.41	1.28	1.85	1.66	1.3	1.07	1.55	1.07	0.9	0	1.18	0.77	0.82	1.24	5.23	2.62	0.68	1.08	2.03	0.94	1.93	1.75	2.71	2.01	1.02	2.04	1.25	8.94	2.02	2.22	0.37	1.23	4.02	3.06	0.86	0.86	0.85	0.83	1.85	1.59	2.18	0.88	1.59	2.74	0.49	1.36	0.67	2.74	2.11	2.04	1.35	3.49	1.05	2.21	1.82	1.81	1.55	2.34	1.25	2.95	2.02	0.98	1.14	0.28	1.94	0.68	5.76	2.33	1.64	1.59	1.91	1.91	2.96	3.18	0.78	1.02	1.48	1.73	1.57	0.82	1.13	1.23	2.96	0.63	3.34	0.56	0.46	1.76	0.85	0.9	0	2.13	1.23	1.13	1.9	0.99	1.97	0.94	2.45	2.18	1.77	1.95	2.44	1.6	0	1.39	1.85	1.11	0.88	1.77	2.07	0.79	2.06	0.98	2.33
NOTCH3	receptor	literature supported	198.89	39.21	60.76	61.06	23.07	44.65	0.24	2.22	57.39	29.88	47.78	1.65	25.64	0.29	2.08	0.07	0.28	0.12	0.89	0	0	0.56	0	0	0.02	0.17	0	0	36.95	124.96	62.71	10.61	12.64	65.37	2.57	6.26	46.88	0.89	0.49	0.69	1.83	8.51	0.87	0.49	0	69.78	24.05	39.79	84.45	7.26	21.1	31.73	42.66	78.07	22.12	48.31	3.88	0	11.39	16.66	109.43	38.51	3.48	77.76	14.27	8.92	14.12	8.06	4.39	19.66	6.57	3.36	5.14	0.82	0	64.72	5.52	15.56	26.73	41.74	32.68	112.18	56.7	24.63	21.63	7.79	7.89	6.31	0.14	198.89	15.03	78.08	0	54.79	26.66	21.52	0	36.09	16.75	54.78	34	9.3	125.04	1.56	37.1	56.27	51.95	21.59	17.7	35.73	17.26	23.25	16.93	5.06	12.21	10.83	0	10.81	85.94	24.37	6.43	26	17.79	55.09	45.81	24.26	22.62	3.76	88.92	7.4	39.97	3.9	20.39	22.04	65.54	54.78	15.12	14.77	3.28	7.1	25.69	21.72	9.26	18.98	63.65
NOTCH4	receptor	literature supported	102.5	0.29	0.15	0	0.09	1.29	0.24	0.4	0.62	0.21	0.73	5.7	0.32	3.82	0.07	3.9	3.59	1.29	4.1	6.06	1.05	4.43	1.13	0.16	0.1	0.07	0.39	0.65	1.46	0.69	0.97	0.31	1.12	0	0.04	29.52	0.17	25.76	34.33	57.8	15.34	39.61	45.55	40.11	9.81	0.87	0.67	1.41	0.45	0.47	0.76	0.18	1.17	0.3	1.7	0.14	0.29	0	0	0.59	46.28	0.21	15.23	0.39	0.12	0.34	0	0.28	0	1.39	0.13	0.05	0.16	1.23	0	31.98	0.97	0.93	0.18	0.72	0.88	4.23	1.04	0.73	0.53	0.27	0.39	0.03	0	0.12	0.12	0.27	5.07	0.62	4.25	1.3	1.3	0.67	0.23	0.09	0.69	0.17	0.47	0.1	0.83	0.09	0	0.6	0.37	0.26	0.25	0.19	0	102.5	0.41	0.64	0.13	0.3	0.06	0	0	0.26	0.82	1.31	0.57	1.24	0.21	0.26	1.19	0.04	0.6	0.49	0.65	0.21	0	0.33	0.87	0.76	0.19	0.35	0.48	0	0	0.22	1.75
NPBWR1	receptor	literature supported	not found in FANTOM5																																																																																																																																																
NPBWR2	receptor	literature supported	0.7	0	0	0	0	0	0	0	0	0	0	0.13	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPFFR1	receptor	literature supported	1.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0.23	0	0	0	0	0	0	0	0	0	0	0	0.21	0	0	0	0	0	0	0	0.04	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.12	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0	0	0.05	0.25	0	0	1.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NPFFR2	receptor	literature supported	5.99	0	0	0	0	0.35	0.61	5.99	0	0	0.1	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32	0.77	0	0	0	2.43	0.7	0.21	0.74	0.08	1.22	0	0.06	0	0	0	0	0	0	0	0.05	0	0.05	0.11	0	0	0	0	0.23	0	0	0	0	0	0.86	0.04	0.09	0	0.39	0	0	0	0	0	0	0.83	0	0	0	0	0	0	0	0	0	0.52	0.3	0	0	0.1	0	0	0	0.38	0.53	0	0	0	0	0	0	0	2.02	0	0	0	0	0	0	0	4.46	3.87	0.51	0.25	1.34	0	0	0	0	0	0	0.08	0.06	0	0	0	0	0	0.08	0	0	0	0	0	0	0	0.08	0.22	0	0	0	0	0.03	0
NPR1	receptor	literature supported	156.49	64.22	109.16	75.89	63.43	0.49	0	0	0	0.11	0	0	0	0	0.24	0	0	0	0	0.09	0	0	0	0	0.02	0.02	0	0.02	44.08	0.1	0.24	2.73	0.03	0	84.21	0	2.48	5.38	3.02	21.2	1.03	6.37	40.28	4.3	0	0	0.79	20.4	0.08	0	2.29	0	15.07	0.03	8.62	0.24	0.06	0	0	0	156.49	44.95	20.87	2.35	1.35	0	0	0	0.52	0	3.1	0	0	0.23	0.99	108.65	1.77	0.19	5.21	0.34	1.44	28.46	12.62	0.09	10.48	1.81	0	1.62	80.68	0	0.05	0.09	0	0	0.9	0.21	0	0	0.96	0	0.34	0.09	0.56	0	6.58	37.58	57.88	0.78	0.3	0.36	0.29	1.69	2.16	37.42	30.57	2.5	0.13	0.11	0	0	0	1.51	0.22	0	0.08	0	0.47	2.95	0.16	5.21	0.53	0.49	0.12	0.07	0	0.62	0.62	0.31	0	1.77	8.03	2.45	0.36	0	0.06
NPR2	receptor	literature supported	19.78	1.33	3.27	0	3.99	0.37	0.37	0.38	2.05	0.65	0.82	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91	2.55	3.72	0.67	0.63	0	0	0	0.32	1.42	1.48	0.4	0.7	2.94	3.68	0.68	0	0	1.53	1.22	2.6	1.87	1.16	1.74	19.78	1.61	0.34	2.38	0.37	0	2.58	4.8	1.07	2.7	0.79	0	0	1.2	0	0.56	4.1	2.01	0	1.11	0.32	0	0	1.93	0.92	3.52	1.36	1.87	0.97	2.99	2.38	1.83	3.88	3.17	1.16	2.7	0.05	1.05	1.35	0.98	0	0	0.38	0.44	0	2.84	2.21	1.64	3.85	2.09	3.13	0.3	2.1	2.73	4.45	1.23	1.13	0	1.31	2.23	1.62	1.06	4.68	1.06	0	0.72	2.97	0.57	0	0.85	2.56	0.39	1.7	1.31	1.05	2.44	0.64	2.78	1.48	3.41	2.32	2.01	0	2.9	6.02	0.79	1.79	2.84	2.36	3.81	1.97	0.32	0
